run_id,step,x,y,direction,front_blocked,left_blocked,right_blocked,distance_to_goal,action,action_success,collision,true_front_blocked,true_left_blocked,true_right_blocked,pre_x,pre_y,pre_direction,pre_front_blocked,pre_left_blocked,pre_right_blocked,pre_true_front_blocked,pre_true_left_blocked,pre_true_right_blocked,pre_distance_to_goal,pre_dx_to_goal,pre_dy_to_goal,dx_to_goal,dy_to_goal,reward,done,event
v0_7_improved_bc_right_turn_required,0,2,2,south,0,1,0,3,turn_right,1,0,0,1,0,2,2,east,1,0,0,1,0,0,3,0,3,0,3,-0.20,0,turn
v0_7_improved_bc_right_turn_required,1,2,3,south,0,1,0,2,forward,1,0,0,1,0,2,2,south,0,1,0,0,1,0,3,0,3,0,3,0.90,0,move
v0_7_improved_bc_right_turn_required,2,2,4,south,0,1,0,1,forward,1,0,0,1,0,2,3,south,0,1,0,0,1,0,2,0,2,0,2,0.90,0,move
v0_7_improved_bc_right_turn_required,3,2,5,south,1,0,0,0,forward,1,0,1,0,0,2,4,south,0,1,0,0,1,0,1,0,1,0,1,10.00,1,goal
