dataset_type,policy_name,policy_version,case_name,episode_id,step,x,y,direction,next_x,next_y,next_direction,front_blocked,left_blocked,right_blocked,true_front_blocked,true_left_blocked,true_right_blocked,distance_to_goal,dx_to_goal,dy_to_goal,action,reward,done,episode_success,is_demonstration_accepted
heuristic_demonstration,obstacle_aware_goal,v0.4.2,consecutive_turns,v0_5_consecutive_turns_6,36,0,0,north,0,0,east,1,1,0,1,1,0,10,6,4,turn_right,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,consecutive_turns,v0_5_consecutive_turns_6,37,0,0,east,1,0,east,0,1,0,0,1,0,10,6,4,forward,0.90,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,consecutive_turns,v0_5_consecutive_turns_6,38,1,0,east,2,0,east,0,1,0,0,1,0,9,5,4,forward,0.90,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,consecutive_turns,v0_5_consecutive_turns_6,39,2,0,east,3,0,east,0,1,0,0,1,0,8,4,4,forward,0.90,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,consecutive_turns,v0_5_consecutive_turns_6,40,3,0,east,4,0,east,0,1,0,0,1,0,7,3,4,forward,0.90,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,consecutive_turns,v0_5_consecutive_turns_6,41,4,0,east,5,0,east,0,1,0,0,1,0,6,2,4,forward,0.90,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,consecutive_turns,v0_5_consecutive_turns_6,42,5,0,east,6,0,east,0,1,0,0,1,0,5,1,4,forward,0.90,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,consecutive_turns,v0_5_consecutive_turns_6,43,6,0,east,6,0,south,0,1,0,0,1,0,4,0,4,turn_right,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,consecutive_turns,v0_5_consecutive_turns_6,44,6,0,south,6,1,south,0,0,0,0,0,0,4,0,4,forward,0.90,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,consecutive_turns,v0_5_consecutive_turns_6,45,6,1,south,6,2,south,0,0,0,0,0,0,3,0,3,forward,0.90,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,consecutive_turns,v0_5_consecutive_turns_6,46,6,2,south,6,3,south,0,0,0,0,0,0,2,0,2,forward,0.90,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,consecutive_turns,v0_5_consecutive_turns_6,47,6,3,south,6,4,south,0,0,0,0,0,0,1,0,1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,left_turn_required_mirror,v0_5_left_turn_required_mirror_7,0,3,2,west,3,2,south,1,0,0,1,0,0,3,0,3,turn_left,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,left_turn_required_mirror,v0_5_left_turn_required_mirror_7,1,3,2,south,3,3,south,0,0,1,0,0,1,3,0,3,forward,0.90,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,left_turn_required_mirror,v0_5_left_turn_required_mirror_7,2,3,3,south,3,4,south,0,0,1,0,0,1,2,0,2,forward,0.90,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,left_turn_required_mirror,v0_5_left_turn_required_mirror_7,3,3,4,south,3,5,south,0,0,1,0,0,1,1,0,1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,right_turn_required_mirror,v0_5_right_turn_required_mirror_8,0,3,3,west,3,3,north,1,0,0,1,0,0,3,0,-3,turn_right,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,right_turn_required_mirror,v0_5_right_turn_required_mirror_8,1,3,3,north,3,2,north,0,1,0,0,1,0,3,0,-3,forward,0.90,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,right_turn_required_mirror,v0_5_right_turn_required_mirror_8,2,3,2,north,3,1,north,0,1,0,0,1,0,2,0,-2,forward,0.90,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,right_turn_required_mirror,v0_5_right_turn_required_mirror_8,3,3,1,north,3,0,north,0,1,0,0,1,0,1,0,-1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,front_blocked_left_open_south,v0_5_front_blocked_left_open_south_9,0,3,3,south,3,3,east,1,0,1,1,0,1,3,3,0,turn_left,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,front_blocked_left_open_south,v0_5_front_blocked_left_open_south_9,1,3,3,east,4,3,east,0,1,1,0,1,1,3,3,0,forward,0.90,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,front_blocked_left_open_south,v0_5_front_blocked_left_open_south_9,2,4,3,east,5,3,east,0,0,1,0,0,1,2,2,0,forward,0.90,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,front_blocked_left_open_south,v0_5_front_blocked_left_open_south_9,3,5,3,east,6,3,east,0,0,0,0,0,0,1,1,0,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,front_blocked_right_open_north,v0_5_front_blocked_right_open_north_10,0,3,3,north,3,3,east,1,1,0,1,1,0,3,3,0,turn_right,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,front_blocked_right_open_north,v0_5_front_blocked_right_open_north_10,1,3,3,east,4,3,east,0,1,1,0,1,1,3,3,0,forward,0.90,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,front_blocked_right_open_north,v0_5_front_blocked_right_open_north_10,2,4,3,east,5,3,east,0,1,0,0,1,0,2,2,0,forward,0.90,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,front_blocked_right_open_north,v0_5_front_blocked_right_open_north_10,3,5,3,east,6,3,east,0,0,0,0,0,0,1,1,0,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_01,v0_5_generated_left_turn_blocked_01_11,0,2,2,east,2,2,north,1,0,0,1,0,0,1,0,-1,turn_left,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_01,v0_5_generated_left_turn_blocked_01_11,1,2,2,north,2,1,north,0,0,1,0,0,1,1,0,-1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_02,v0_5_generated_left_turn_blocked_02_12,0,2,3,east,2,3,north,1,0,0,1,0,0,1,0,-1,turn_left,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_02,v0_5_generated_left_turn_blocked_02_12,1,2,3,north,2,2,north,0,0,1,0,0,1,1,0,-1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_03,v0_5_generated_left_turn_blocked_03_13,0,2,2,east,2,2,north,1,0,0,1,0,0,1,0,-1,turn_left,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_03,v0_5_generated_left_turn_blocked_03_13,1,2,2,north,2,1,north,0,0,1,0,0,1,1,0,-1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_04,v0_5_generated_left_turn_blocked_04_14,0,2,3,east,2,3,north,1,0,0,1,0,0,1,0,-1,turn_left,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_04,v0_5_generated_left_turn_blocked_04_14,1,2,3,north,2,2,north,0,0,1,0,0,1,1,0,-1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_05,v0_5_generated_left_turn_blocked_05_15,0,2,2,east,2,2,north,1,0,0,1,0,0,1,0,-1,turn_left,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_05,v0_5_generated_left_turn_blocked_05_15,1,2,2,north,2,1,north,0,0,1,0,0,1,1,0,-1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_06,v0_5_generated_left_turn_blocked_06_16,0,2,3,east,2,3,north,1,0,0,1,0,0,1,0,-1,turn_left,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_06,v0_5_generated_left_turn_blocked_06_16,1,2,3,north,2,2,north,0,0,1,0,0,1,1,0,-1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_07,v0_5_generated_left_turn_blocked_07_17,0,2,2,east,2,2,north,1,0,0,1,0,0,1,0,-1,turn_left,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_07,v0_5_generated_left_turn_blocked_07_17,1,2,2,north,2,1,north,0,0,1,0,0,1,1,0,-1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_08,v0_5_generated_left_turn_blocked_08_18,0,2,3,east,2,3,north,1,0,0,1,0,0,1,0,-1,turn_left,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_08,v0_5_generated_left_turn_blocked_08_18,1,2,3,north,2,2,north,0,0,1,0,0,1,1,0,-1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_09,v0_5_generated_left_turn_blocked_09_19,0,2,2,east,2,2,north,1,0,0,1,0,0,1,0,-1,turn_left,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_09,v0_5_generated_left_turn_blocked_09_19,1,2,2,north,2,1,north,0,0,1,0,0,1,1,0,-1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_10,v0_5_generated_left_turn_blocked_10_20,0,2,3,east,2,3,north,1,0,0,1,0,0,1,0,-1,turn_left,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_10,v0_5_generated_left_turn_blocked_10_20,1,2,3,north,2,2,north,0,0,1,0,0,1,1,0,-1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_11,v0_5_generated_left_turn_blocked_11_21,0,2,2,east,2,2,north,1,0,0,1,0,0,1,0,-1,turn_left,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_11,v0_5_generated_left_turn_blocked_11_21,1,2,2,north,2,1,north,0,0,1,0,0,1,1,0,-1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_12,v0_5_generated_left_turn_blocked_12_22,0,2,3,east,2,3,north,1,0,0,1,0,0,1,0,-1,turn_left,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_left_turn_blocked_12,v0_5_generated_left_turn_blocked_12_22,1,2,3,north,2,2,north,0,0,1,0,0,1,1,0,-1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_01,v0_5_generated_right_turn_blocked_01_23,0,2,2,east,2,2,south,1,0,0,1,0,0,1,0,1,turn_right,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_01,v0_5_generated_right_turn_blocked_01_23,1,2,2,south,2,3,south,0,1,0,0,1,0,1,0,1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_02,v0_5_generated_right_turn_blocked_02_24,0,2,3,east,2,3,south,1,0,0,1,0,0,1,0,1,turn_right,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_02,v0_5_generated_right_turn_blocked_02_24,1,2,3,south,2,4,south,0,1,0,0,1,0,1,0,1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_03,v0_5_generated_right_turn_blocked_03_25,0,2,2,east,2,2,south,1,0,0,1,0,0,1,0,1,turn_right,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_03,v0_5_generated_right_turn_blocked_03_25,1,2,2,south,2,3,south,0,1,0,0,1,0,1,0,1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_04,v0_5_generated_right_turn_blocked_04_26,0,2,3,east,2,3,south,1,0,0,1,0,0,1,0,1,turn_right,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_04,v0_5_generated_right_turn_blocked_04_26,1,2,3,south,2,4,south,0,1,0,0,1,0,1,0,1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_05,v0_5_generated_right_turn_blocked_05_27,0,2,2,east,2,2,south,1,0,0,1,0,0,1,0,1,turn_right,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_05,v0_5_generated_right_turn_blocked_05_27,1,2,2,south,2,3,south,0,1,0,0,1,0,1,0,1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_06,v0_5_generated_right_turn_blocked_06_28,0,2,3,east,2,3,south,1,0,0,1,0,0,1,0,1,turn_right,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_06,v0_5_generated_right_turn_blocked_06_28,1,2,3,south,2,4,south,0,1,0,0,1,0,1,0,1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_07,v0_5_generated_right_turn_blocked_07_29,0,2,2,east,2,2,south,1,0,0,1,0,0,1,0,1,turn_right,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_07,v0_5_generated_right_turn_blocked_07_29,1,2,2,south,2,3,south,0,1,0,0,1,0,1,0,1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_08,v0_5_generated_right_turn_blocked_08_30,0,2,3,east,2,3,south,1,0,0,1,0,0,1,0,1,turn_right,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_08,v0_5_generated_right_turn_blocked_08_30,1,2,3,south,2,4,south,0,1,0,0,1,0,1,0,1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_09,v0_5_generated_right_turn_blocked_09_31,0,2,2,east,2,2,south,1,0,0,1,0,0,1,0,1,turn_right,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_09,v0_5_generated_right_turn_blocked_09_31,1,2,2,south,2,3,south,0,1,0,0,1,0,1,0,1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_10,v0_5_generated_right_turn_blocked_10_32,0,2,3,east,2,3,south,1,0,0,1,0,0,1,0,1,turn_right,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_10,v0_5_generated_right_turn_blocked_10_32,1,2,3,south,2,4,south,0,1,0,0,1,0,1,0,1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_11,v0_5_generated_right_turn_blocked_11_33,0,2,2,east,2,2,south,1,0,0,1,0,0,1,0,1,turn_right,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_11,v0_5_generated_right_turn_blocked_11_33,1,2,2,south,2,3,south,0,1,0,0,1,0,1,0,1,forward,10.00,1,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_12,v0_5_generated_right_turn_blocked_12_34,0,2,3,east,2,3,south,1,0,0,1,0,0,1,0,1,turn_right,-0.20,0,1,true
heuristic_demonstration,obstacle_aware_goal,v0.4.2,generated_right_turn_blocked_12,v0_5_generated_right_turn_blocked_12_34,1,2,3,south,2,4,south,0,1,0,0,1,0,1,0,1,forward,10.00,1,1,true
